Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Emisión volcánica genera crisis en Aguilares, Tucumán","Severa emisión volcánica impactó en la localidad de Aguilares, Tucumán. El incidente generando preocupación entre autoridades provinciales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Emisión volcánica,-27.434921,-65.593691,29/03/2015
Confirman Fenómeno de viento rotativo de gran magnitud en Comodoro Rivadavia,La región de Comodoro Rivadavia en Chubut sufrió los efectos de una intensa fenómeno de viento rotativo. El incidente obligando a evacuar a residentes de la zona. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.,Fenómeno de viento rotativo,-45.879153,-67.535016,24/09/2001
"Helada severa afecta a Belén, Catamarca",La región de Belén en Catamarca sufrió los efectos de una intensa helada severa. El incidente afectando el normal desarrollo de actividades en la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.,Helada severa,-27.606301,-67.063788,15/02/2009
Consecuencias graves tras Tornado en Reconquista,"Severa tornado impactó en la localidad de Reconquista, Santa Fe. El incidente provocando cortes de energía y problemas en el suministro de agua. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Tornado,-29.149101,-59.660301,18/10/2019
"Habitantes de San Luis afrontan Fuego en área protegida, San Luis","Severa fuego en área protegida impactó en la localidad de San Luis, San Luis. El incidente provocando pánico entre los residentes locales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Fuego en área protegida,-33.273446,-66.340996,24/04/2021
Habitantes de Luján de Cuyo afrontan Emergencia por altas temperaturas,"Una emergencia por altas temperaturas de gran magnitud afectó a Luján de Cuyo, Mendoza. El incidente dejando a la población incomunicada por varias horas. Equipos de rescate continúan buscando posibles víctimas.",Emergencia por altas temperaturas,-33.036288,-68.835634,21/09/2007
"Frente tormentoso sorprende a habitantes de Monteros, Tucumán","Severa frente tormentoso impactó en la localidad de Monteros, Tucumán. El incidente causando daños en cultivos y producción agrícola. Se ha establecido un centro de operaciones para coordinar las ayudas.",Frente tormentoso,-27.134681,-65.534004,02/03/2013
Equipos de emergencia atienden Frente tormentoso en Justo Daract,"Severa frente tormentoso impactó en la localidad de Justo Daract, San Luis. El incidente resultando en el cierre temporal de escuelas y comercios. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Frente tormentoso,-33.822217,-65.178406,27/08/2002
Manga de viento impacta en La Toma,"Una manga de viento de gran magnitud afectó a La Toma, San Luis. El incidente causando pérdidas millonarias y afectando a cientos de personas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Manga de viento,-33.093296,-65.661424,23/04/2011
"Consecuencias graves tras Helada severa en Casilda, Santa Fe","Una helada severa de gran magnitud afectó a Casilda, Santa Fe. El incidente interrumpiendo servicios básicos en toda la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Helada severa,-33.011997,-61.1968,29/05/2008
"Declaran emergencia tras Remolino de aire en Charata, Chaco","Una remolino de aire de gran magnitud afectó a Charata, Chaco. El incidente obligando a evacuar a residentes de la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Remolino de aire,-27.249316,-61.157597,03/11/2021
"Chivilcoy sufre las consecuencias de Nube de ceniza, Buenos Aires","Severa nube de ceniza impactó en la localidad de Chivilcoy, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Nube de ceniza,-34.941182,-60.058989,25/07/2003
Ráfagas destructivas provoca emergencia en Recoleta,"Severa ráfagas destructivas impactó en la localidad de Recoleta, CABA. El incidente provocando la activación de protocolos de emergencia. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Ráfagas destructivas,-34.611364,-58.413561,02/07/2013
Terremoto destructivo afecta a Reconquista,"Una terremoto destructivo de gran magnitud afectó a Reconquista, Santa Fe. El incidente afectando gravemente la infraestructura local. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Terremoto destructivo,-29.097317,-59.62212,14/12/2019
Emergencia por Incendio forestal en Rawson,La región de Rawson en Chubut sufrió los efectos de una intensa incendio forestal. El incidente dejando varios heridos y daños materiales. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.,Incendio forestal,-43.324459,-65.086457,13/04/2011
Cañada de Gómez afectado por Fenómeno meteorológico con granizo,"Una fenómeno meteorológico con granizo de gran magnitud afectó a Cañada de Gómez, Santa Fe. El incidente provocando pánico entre los residentes locales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Fenómeno meteorológico con granizo,-32.816631,-61.359968,23/02/2004
"Equipos de emergencia atienden Tormenta de viento en Trelew, Chubut",La región de Trelew en Chubut sufrió los efectos de una intensa tormenta de viento. El incidente afectando el normal desarrollo de actividades en la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.,Tormenta de viento,-43.222293,-65.269347,14/01/2013
Confirman Frente tormentoso de gran magnitud en Lomas de Zamora,"Una frente tormentoso de gran magnitud afectó a Lomas de Zamora, Buenos Aires. El incidente causando pérdidas millonarias y afectando a cientos de personas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Frente tormentoso,-34.711141,-58.376449,03/11/2020
"Temporal de viento impacta en La Toma, San Luis","Severa temporal de viento impactó en la localidad de La Toma, San Luis. El incidente generando caos en el transporte público y privado. Se han habilitado refugios temporales para las familias afectadas.",Temporal de viento,-33.09045,-65.648095,14/09/2006
Autoridades responden a Copiosa caída de nieve en Curuzú Cuatiá,"Una copiosa caída de nieve de gran magnitud afectó a Curuzú Cuatiá, Corrientes. El incidente provocando cortes de energía y problemas en el suministro de agua. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Copiosa caída de nieve,-29.80589,-58.017691,24/06/2015
Recoleta sufre las consecuencias de Tormenta severa,La región de Recoleta en CABA sufrió los efectos de una intensa tormenta severa. El incidente provocando pánico entre los residentes locales. Los servicios médicos están atendiendo a los afectados en hospitales locales.,Tormenta severa,-34.618428,-58.353551,01/04/2001
Justo Daract sufre las consecuencias de Incendio en zona de monte,"Una incendio en zona de monte de gran magnitud afectó a Justo Daract, San Luis. El incidente generando caos en el transporte público y privado. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Incendio en zona de monte,-33.813514,-65.148576,09/08/2013
"Evacuaciones por Tormenta severa en Tandil, Buenos Aires","Una tormenta severa de gran magnitud afectó a Tandil, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Tormenta severa,-37.295707,-59.133072,12/03/2018
"Habitantes de Fernández afrontan Corrimiento de tierra, Santiago del Estero",La región de Fernández en Santiago del Estero sufrió los efectos de una intensa corrimiento de tierra. El incidente afectando gravemente la infraestructura local. Especialistas evalúan los daños para iniciar las reparaciones necesarias.,Corrimiento de tierra,-27.935395,-63.903596,07/06/2006
"Maipú en alerta por Vendaval, Mendoza","Severa vendaval impactó en la localidad de Maipú, Mendoza. El incidente generando serios daños ambientales en la región. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Vendaval,-32.957686,-68.818929,17/12/2020
"Declaran emergencia tras Tormenta eléctrica en Tilcara, Jujuy","Severa tormenta eléctrica impactó en la localidad de Tilcara, Jujuy. El incidente provocando la activación de protocolos de emergencia. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Tormenta eléctrica,-23.537582,-65.432734,02/12/2001
Declaran emergencia tras Fenómeno de frío intenso en Malargüe,La región de Malargüe en Mendoza sufrió los efectos de una intensa fenómeno de frío intenso. El incidente dejando un rastro de destrucción importante. Se ha iniciado una investigación para determinar las causas exactas del incidente.,Fenómeno de frío intenso,-35.4747,-69.60698,07/06/2012
"Temperaturas bajo cero deja múltiples daños en Embarcación, Salta",La región de Embarcación en Salta sufrió los efectos de una intensa temperaturas bajo cero. El incidente con un saldo inicial de varias personas heridas. Defensa Civil coordina las tareas de asistencia y reconstrucción.,Temperaturas bajo cero,-23.207964,-64.052151,10/08/2004
Frías sufre las consecuencias de Anegamiento masivo,"Una anegamiento masivo de gran magnitud afectó a Frías, Santiago del Estero. El incidente causando daños en cultivos y producción agrícola. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Anegamiento masivo,-28.591029,-65.169885,19/01/2025
"Impacto de Desborde de arroyo en comunidad de Tres Arroyos, Buenos Aires","Una desborde de arroyo de gran magnitud afectó a Tres Arroyos, Buenos Aires. El incidente afectando gravemente la infraestructura local. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desborde de arroyo,-38.340847,-60.264996,24/08/2014
"Habitantes de Río Gallegos afrontan Fenómeno meteorológico con granizo, Santa Cruz","Una fenómeno meteorológico con granizo de gran magnitud afectó a Río Gallegos, Santa Cruz. El incidente dejando a la población incomunicada por varias horas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Fenómeno meteorológico con granizo,-51.637324,-69.227172,01/01/2011
Preocupación por Congelamiento en Posadas,La región de Posadas en Misiones sufrió los efectos de una intensa congelamiento. El incidente obligando a evacuar a residentes de la zona. Se han habilitado refugios temporales para las familias afectadas.,Congelamiento,-27.344367,-55.945942,26/12/2015
"Embudo de viento provoca emergencia en San Carlos de Bariloche, Río Negro",La región de San Carlos de Bariloche en Río Negro sufrió los efectos de una intensa embudo de viento. El incidente generando serios daños ambientales en la región. Se ha establecido un centro de operaciones para coordinar las ayudas.,Embudo de viento,-41.167348,-71.288895,29/04/2001
Emergencia por altas temperaturas sorprende a habitantes de Puerto Iguazú,"Una emergencia por altas temperaturas de gran magnitud afectó a Puerto Iguazú, Misiones. El incidente interrumpiendo servicios básicos en toda la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Emergencia por altas temperaturas,-25.588105,-54.576352,26/08/2004
Emergencia por Vientos con fuerza ciclónica en La Quiaca,"Una vientos con fuerza ciclónica de gran magnitud afectó a La Quiaca, Jujuy. El incidente provocando la activación de protocolos de emergencia. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Vientos con fuerza ciclónica,-22.070742,-65.598973,03/02/2008
Morón afectado por Tormenta eléctrica,"Una tormenta eléctrica de gran magnitud afectó a Morón, Buenos Aires. El incidente provocando pánico entre los residentes locales. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Tormenta eléctrica,-34.687685,-58.626434,18/10/2010
Réplica sísmica sorprende a habitantes de Río Gallegos,"Una réplica sísmica de gran magnitud afectó a Río Gallegos, Santa Cruz. El incidente causando daños en cultivos y producción agrícola. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Réplica sísmica,-51.653762,-69.21374,26/03/2013
Alerta por Copiosa caída de nieve en Villa Mercedes,"Severa copiosa caída de nieve impactó en la localidad de Villa Mercedes, San Luis. El incidente afectando gravemente la infraestructura local. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Copiosa caída de nieve,-33.636563,-65.4306,02/02/2016
"Impacto de Contaminación por ceniza volcánica en comunidad de Rafaela, Santa Fe","Una contaminación por ceniza volcánica de gran magnitud afectó a Rafaela, Santa Fe. El incidente dejando a la población incomunicada por varias horas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Contaminación por ceniza volcánica,-31.263941,-61.515094,06/07/2019
Temporal afecta a Palermo,La región de Palermo en CABA sufrió los efectos de una intensa temporal. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha establecido un centro de operaciones para coordinar las ayudas.,Temporal,-34.624853,-58.408957,29/08/2018
Temperaturas bajo cero sorprende a habitantes de San Martín de los Andes,"Una temperaturas bajo cero de gran magnitud afectó a San Martín de los Andes, Neuquén. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Temperaturas bajo cero,-40.109664,-71.359268,16/09/2015
Alerta por Sequía prolongada en Añatuya,La región de Añatuya en Santiago del Estero sufrió los efectos de una intensa sequía prolongada. El incidente generando preocupación entre autoridades provinciales. Se han habilitado refugios temporales para las familias afectadas.,Sequía prolongada,-28.460864,-62.84669,24/01/2003
"Congelamiento causa estragos en Frías, Santiago del Estero",La región de Frías en Santiago del Estero sufrió los efectos de una intensa congelamiento. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha establecido un centro de operaciones para coordinar las ayudas.,Congelamiento,-28.640457,-65.124142,04/10/2021
Fenómeno de calor intenso afecta a Goya,"Una fenómeno de calor intenso de gran magnitud afectó a Goya, Corrientes. El incidente generando preocupación entre autoridades provinciales. El municipio ha activado el protocolo de emergencias para esta situación.",Fenómeno de calor intenso,-29.149165,-59.29444,21/03/2014
"Declaran emergencia tras Corrimiento de tierra en Aristóbulo del Valle, Misiones",La región de Aristóbulo del Valle en Misiones sufrió los efectos de una intensa corrimiento de tierra. El incidente afectando gravemente la infraestructura local. Bomberos y personal de seguridad trabajan intensamente en la zona.,Corrimiento de tierra,-27.101567,-54.867171,30/10/2008
"Consecuencias graves tras Inundación por lluvias intensas en La Boca, CABA","Severa inundación por lluvias intensas impactó en la localidad de La Boca, CABA. El incidente provocando la activación de protocolos de emergencia. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Inundación por lluvias intensas,-34.678466,-58.338677,02/04/2023
"Evacuaciones por Inundación en zona urbana en Cañada de Gómez, Santa Fe",La región de Cañada de Gómez en Santa Fe sufrió los efectos de una intensa inundación en zona urbana. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Inundación en zona urbana,-32.800228,-61.440592,27/06/2006
"Temporal de viento provoca emergencia en Humahuaca, Jujuy","Una temporal de viento de gran magnitud afectó a Humahuaca, Jujuy. El incidente dejando un rastro de destrucción importante. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Temporal de viento,-23.176571,-65.365589,02/01/2025
"Consecuencias graves tras Frente tormentoso en Junín, Buenos Aires",La región de Junín en Buenos Aires sufrió los efectos de una intensa frente tormentoso. El incidente dejando varios heridos y daños materiales. El municipio ha activado el protocolo de emergencias para esta situación.,Frente tormentoso,-34.631378,-60.961342,26/10/2010
"Confirman Congelamiento de gran magnitud en Junín, Buenos Aires","Una congelamiento de gran magnitud afectó a Junín, Buenos Aires. El incidente destruyendo viviendas y dejando a familias evacuadas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Congelamiento,-34.619995,-60.968191,20/04/2024
Se reporta Fenómeno de frío intenso en zona de Arroyito,La región de Arroyito en Córdoba sufrió los efectos de una intensa fenómeno de frío intenso. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.,Fenómeno de frío intenso,-31.421316,-63.021769,16/01/2024
"Confirman Incendio forestal de gran magnitud en La Paz, Entre Ríos",La región de La Paz en Entre Ríos sufrió los efectos de una intensa incendio forestal. El incidente resultando en el cierre temporal de escuelas y comercios. Los servicios médicos están atendiendo a los afectados en hospitales locales.,Incendio forestal,-30.716762,-59.68629,07/05/2017
"La Plata sufre las consecuencias de Corrimiento de tierra, Buenos Aires","Una corrimiento de tierra de gran magnitud afectó a La Plata, Buenos Aires. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Corrimiento de tierra,-34.941113,-57.97898,07/01/2005
Incendio forestal sorprende a habitantes de Tafí Viejo,La región de Tafí Viejo en Tucumán sufrió los efectos de una intensa incendio forestal. El incidente dejando a la población incomunicada por varias horas. Defensa Civil coordina las tareas de asistencia y reconstrucción.,Incendio forestal,-26.753796,-65.285501,19/10/2009
"Precipitación de granizo provoca emergencia en Eldorado, Misiones","Una precipitación de granizo de gran magnitud afectó a Eldorado, Misiones. El incidente afectando gravemente la infraestructura local. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Precipitación de granizo,-26.420981,-54.643246,13/04/2000
Preocupación por Fuego arrasador en zona boscosa en Concordia,"Una fuego arrasador en zona boscosa de gran magnitud afectó a Concordia, Entre Ríos. El incidente causando pérdidas millonarias y afectando a cientos de personas. La población ha sido alertada para tomar precauciones adicionales.",Fuego arrasador en zona boscosa,-31.350065,-58.068573,26/01/2017
Impacto de Vientos con fuerza ciclónica en comunidad de Tolhuin,"Una vientos con fuerza ciclónica de gran magnitud afectó a Tolhuin, Tierra del Fuego. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Vientos con fuerza ciclónica,-54.502224,-67.167042,09/02/2019
Se reporta Torbellino en zona de Pirané,La región de Pirané en Formosa sufrió los efectos de una intensa torbellino. El incidente causando daños en cultivos y producción agrícola. Técnicos trabajan para restablecer los servicios básicos lo antes posible.,Torbellino,-25.754511,-59.095279,27/09/2023
"Equipos de emergencia atienden Contaminación por ceniza volcánica en Córdoba, Córdoba","Severa contaminación por ceniza volcánica impactó en la localidad de Córdoba, Córdoba. El incidente causando daños en cultivos y producción agrícola. Se han habilitado refugios temporales para las familias afectadas.",Contaminación por ceniza volcánica,-31.398815,-64.21623,09/04/2001
Serio incidente: Fuego en área protegida en Bella Vista,"Una fuego en área protegida de gran magnitud afectó a Bella Vista, Corrientes. El incidente afectando gravemente la infraestructura local. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Fuego en área protegida,-28.502602,-59.088352,29/07/2009
"Contaminación por ceniza volcánica sorprende a habitantes de Bell Ville, Córdoba",La región de Bell Ville en Córdoba sufrió los efectos de una intensa contaminación por ceniza volcánica. El incidente dejando varios heridos y daños materiales. Se ha establecido un centro de operaciones para coordinar las ayudas.,Contaminación por ceniza volcánica,-32.652463,-62.657406,25/05/2003
Ola de calor extremo genera crisis en Mendoza,"Severa ola de calor extremo impactó en la localidad de Mendoza, Mendoza. El incidente destruyendo viviendas y dejando a familias evacuadas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Ola de calor extremo,-32.86279,-68.857946,07/06/2007
Sequía con pérdidas agrícolas sorprende a habitantes de Tartagal,"Severa sequía con pérdidas agrícolas impactó en la localidad de Tartagal, Salta. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Sequía con pérdidas agrícolas,-22.552328,-63.83675,20/04/2011
Inundación en zona urbana sorprende a habitantes de Azul,"Severa inundación en zona urbana impactó en la localidad de Azul, Buenos Aires. El incidente bloqueando las principales vías de acceso. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Inundación en zona urbana,-36.752634,-59.849062,01/06/2019
"Crecida de aguas subterráneas provoca emergencia en Justo Daract, San Luis","Severa crecida de aguas subterráneas impactó en la localidad de Justo Daract, San Luis. El incidente provocando cortes de energía y problemas en el suministro de agua. Equipos de rescate continúan buscando posibles víctimas.",Crecida de aguas subterráneas,-33.888177,-65.151045,01/03/2020
"Emergencia por Récord histórico de calor en Tres Arroyos, Buenos Aires",La región de Tres Arroyos en Buenos Aires sufrió los efectos de una intensa récord histórico de calor. El incidente con un saldo inicial de varias personas heridas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.,Récord histórico de calor,-38.376953,-60.276797,02/12/2015
"Río Grande en alerta por Emergencia por altas temperaturas, Tierra del Fuego",La región de Río Grande en Tierra del Fuego sufrió los efectos de una intensa emergencia por altas temperaturas. El incidente dejando a varios sectores sin comunicación. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Emergencia por altas temperaturas,-53.764366,-67.691471,13/11/2013
"Emergencia por Escasez de agua en Río Gallegos, Santa Cruz",La región de Río Gallegos en Santa Cruz sufrió los efectos de una intensa escasez de agua. El incidente interrumpiendo servicios básicos en toda la zona. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.,Escasez de agua,-51.639385,-69.23281,19/05/2016
"Situación crítica por Incendio forestal en Aristóbulo del Valle, Misiones","Una incendio forestal de gran magnitud afectó a Aristóbulo del Valle, Misiones. El incidente dejando a la población incomunicada por varias horas. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Incendio forestal,-27.109185,-54.858659,09/05/2003
"Serio incidente: Manga de viento en Chamical, La Rioja",La región de Chamical en La Rioja sufrió los efectos de una intensa manga de viento. El incidente generando serios daños ambientales en la región. Equipos de rescate continúan buscando posibles víctimas.,Manga de viento,-30.368561,-66.332298,18/05/2015
Serio incidente: Desborde de arroyo en Puerto Iguazú,"Severa desborde de arroyo impactó en la localidad de Puerto Iguazú, Misiones. El incidente dejando a varios sectores sin comunicación. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desborde de arroyo,-25.609357,-54.584086,21/11/2017
"Tornado causa estragos en Cutral Có, Neuquén",La región de Cutral Có en Neuquén sufrió los efectos de una intensa tornado. El incidente dejando varios heridos y daños materiales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.,Tornado,-38.973409,-69.206126,02/05/2010
Crecida de aguas subterráneas provoca emergencia en Alta Gracia,"Severa crecida de aguas subterráneas impactó en la localidad de Alta Gracia, Córdoba. El incidente provocando cortes de energía y problemas en el suministro de agua. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Crecida de aguas subterráneas,-31.687463,-64.408336,11/01/2002
"Chamical afectado por Tormenta eléctrica, La Rioja","Severa tormenta eléctrica impactó en la localidad de Chamical, La Rioja. El incidente bloqueando las principales vías de acceso. Se ha establecido un centro de operaciones para coordinar las ayudas.",Tormenta eléctrica,-30.335404,-66.333341,13/01/2022
"Autoridades responden a Aluvión de tierra y rocas en Puerto San Julián, Santa Cruz","Severa aluvión de tierra y rocas impactó en la localidad de Puerto San Julián, Santa Cruz. El incidente dejando un rastro de destrucción importante. La población ha sido alertada para tomar precauciones adicionales.",Aluvión de tierra y rocas,-49.261487,-67.728856,29/04/2016
"Impacto de Calor extremo en comunidad de Villa María, Córdoba","Severa calor extremo impactó en la localidad de Villa María, Córdoba. El incidente generando preocupación entre autoridades provinciales. Se han habilitado refugios temporales para las familias afectadas.",Calor extremo,-32.432378,-63.217309,03/10/2004
Equipos de emergencia atienden Temperaturas bajo cero en General Güemes,"Una temperaturas bajo cero de gran magnitud afectó a General Güemes, Salta. El incidente causando pérdidas millonarias y afectando a cientos de personas. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Temperaturas bajo cero,-24.699215,-65.016205,30/04/2014
Habitantes de Luján de Cuyo afrontan Fenómeno meteorológico con granizo,La región de Luján de Cuyo en Mendoza sufrió los efectos de una intensa fenómeno meteorológico con granizo. El incidente afectando gravemente la infraestructura local. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Fenómeno meteorológico con granizo,-33.017017,-68.927488,24/11/2000
"Villa Dolores sufre las consecuencias de Temperaturas récord, Córdoba","Severa temperaturas récord impactó en la localidad de Villa Dolores, Córdoba. El incidente bloqueando las principales vías de acceso. Se ha establecido un centro de operaciones para coordinar las ayudas.",Temperaturas récord,-31.927219,-65.165175,19/08/2012
Impacto de Incendio en reserva natural en comunidad de Curuzú Cuatiá,"Severa incendio en reserva natural impactó en la localidad de Curuzú Cuatiá, Corrientes. El incidente con un saldo inicial de varias personas heridas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Incendio en reserva natural,-29.784975,-58.051663,04/09/2002
"Charata en alerta por Incendio forestal, Chaco","Una incendio forestal de gran magnitud afectó a Charata, Chaco. El incidente dejando a varios sectores sin comunicación. La población ha sido alertada para tomar precauciones adicionales.",Incendio forestal,-27.166434,-61.205294,06/01/2010
Habitantes de Mendoza afrontan Desborde de arroyo,La región de Mendoza en Mendoza sufrió los efectos de una intensa desborde de arroyo. El incidente causando pérdidas millonarias y afectando a cientos de personas. Autoridades nacionales se han puesto a disposición para brindar asistencia.,Desborde de arroyo,-32.939863,-68.832523,13/12/2024
"Sequía prolongada provoca emergencia en Santa Rosa, La Pampa","Severa sequía prolongada impactó en la localidad de Santa Rosa, La Pampa. El incidente generando preocupación entre autoridades provinciales. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Sequía prolongada,-36.588128,-64.287234,06/05/2002
"Tandil sufre las consecuencias de Ola de calor extremo, Buenos Aires","Una ola de calor extremo de gran magnitud afectó a Tandil, Buenos Aires. El incidente interrumpiendo servicios básicos en toda la zona. Equipos de rescate continúan buscando posibles víctimas.",Ola de calor extremo,-37.281789,-59.142794,19/05/2019
"Serio incidente: Quema descontrolada en Puerto Deseado, Santa Cruz","Una quema descontrolada de gran magnitud afectó a Puerto Deseado, Santa Cruz. El incidente resultando en el cierre temporal de escuelas y comercios. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Quema descontrolada,-47.75223,-65.865345,28/02/2021
Devastador Temblor afecta a Caucete,La región de Caucete en San Juan sufrió los efectos de una intensa temblor. El incidente causando daños en cultivos y producción agrícola. La población ha sido alertada para tomar precauciones adicionales.,Temblor,-31.645353,-68.266868,19/06/2017
"Se reporta Embudo de viento en zona de Chajarí, Entre Ríos","Severa embudo de viento impactó en la localidad de Chajarí, Entre Ríos. El incidente dejando un rastro de destrucción importante. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Embudo de viento,-30.75037,-58.05216,18/09/2001
Temblor provoca emergencia en Villa Krause,"Severa temblor impactó en la localidad de Villa Krause, San Juan. El incidente bloqueando las principales vías de acceso. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Temblor,-31.586001,-68.516716,01/03/2001
"Vendaval genera crisis en Apóstoles, Misiones",La región de Apóstoles en Misiones sufrió los efectos de una intensa vendaval. El incidente dejando a varios sectores sin comunicación. Bomberos y personal de seguridad trabajan intensamente en la zona.,Vendaval,-27.872381,-55.742707,10/10/2010
Tormenta de viento deja múltiples daños en La Plata,"Severa tormenta de viento impactó en la localidad de La Plata, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Tormenta de viento,-34.910222,-57.965529,24/04/2010
"Devastador Ola de calor extremo afecta a San Francisco, Córdoba","Severa ola de calor extremo impactó en la localidad de San Francisco, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. La población ha sido alertada para tomar precauciones adicionales.",Ola de calor extremo,-31.439919,-62.042375,22/07/2009
Emergencia por Congelamiento en Victorica,La región de Victorica en La Pampa sufrió los efectos de una intensa congelamiento. El incidente generando preocupación entre autoridades provinciales. Autoridades nacionales se han puesto a disposición para brindar asistencia.,Congelamiento,-36.228755,-65.424169,03/08/2009
"Devastador Precipitación de nieve afecta a Paso de los Libres, Corrientes",La región de Paso de los Libres en Corrientes sufrió los efectos de una intensa precipitación de nieve. El incidente interrumpiendo servicios básicos en toda la zona. El municipio ha activado el protocolo de emergencias para esta situación.,Precipitación de nieve,-29.742131,-57.041447,17/04/2008
Emergencia por Escasez de agua en Ushuaia,"Severa escasez de agua impactó en la localidad de Ushuaia, Tierra del Fuego. El incidente afectando el normal desarrollo de actividades en la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Escasez de agua,-54.824206,-68.299973,09/06/2003
Temperaturas sofocantes deja múltiples daños en Pergamino,La región de Pergamino en Buenos Aires sufrió los efectos de una intensa temperaturas sofocantes. El incidente generando caos en el transporte público y privado. Especialistas evalúan los daños para iniciar las reparaciones necesarias.,Temperaturas sofocantes,-33.904481,-60.544575,25/02/2012
"Evacuaciones por Precipitación de nieve en Santa María, Catamarca","Severa precipitación de nieve impactó en la localidad de Santa María, Catamarca. El incidente dejando a varios sectores sin comunicación. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Precipitación de nieve,-26.724456,-66.023307,08/06/2003
"Rivadavia sufre las consecuencias de Tormenta severa, San Juan",La región de Rivadavia en San Juan sufrió los efectos de una intensa tormenta severa. El incidente destruyendo viviendas y dejando a familias evacuadas. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Tormenta severa,-31.564414,-68.643747,15/11/2005
"Récord histórico de calor afecta a Quilmes, Buenos Aires","Severa récord histórico de calor impactó en la localidad de Quilmes, Buenos Aires. El incidente provocando pánico entre los residentes locales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Récord histórico de calor,-34.71673,-58.260324,19/01/2014
